starttime	seconds	ctime	dtime	ttime	wait
Sun Nov 29 09:42:36 2015	1448786556	227	2091	2318	2090
Sun Nov 29 09:42:35 2015	1448786555	269	2089	2357	2088
Sun Nov 29 09:42:43 2015	1448786563	280	2093	2373	2092
Sun Nov 29 09:42:59 2015	1448786579	78	2299	2377	2299
Sun Nov 29 09:42:46 2015	1448786566	1061	1353	2414	1353
Sun Nov 29 09:42:46 2015	1448786566	354	2083	2436	2083
Sun Nov 29 09:42:24 2015	1448786544	63	3075	3137	3075
Sun Nov 29 09:42:31 2015	1448786551	61	3080	3141	3080
Sun Nov 29 09:42:32 2015	1448786552	57	3085	3142	3085
Sun Nov 29 09:42:12 2015	1448786532	63	3079	3142	3079
Sun Nov 29 09:42:32 2015	1448786552	61	3084	3145	3084
Sun Nov 29 09:42:20 2015	1448786540	60	3087	3147	3086
Sun Nov 29 09:42:41 2015	1448786561	63	3085	3147	3085
Sun Nov 29 09:42:40 2015	1448786560	64	3086	3150	3086
Sun Nov 29 09:42:48 2015	1448786568	61	3089	3150	3088
Sun Nov 29 09:42:59 2015	1448786579	76	3091	3167	3091
Sun Nov 29 09:42:59 2015	1448786579	63	3130	3193	3130
Sun Nov 29 09:42:43 2015	1448786563	73	3366	3439	3364
Sun Nov 29 09:42:17 2015	1448786537	65	3379	3444	3378
Sun Nov 29 09:42:43 2015	1448786563	377	3087	3464	3087
Sun Nov 29 09:42:47 2015	1448786567	62	4077	4140	4077
Sun Nov 29 09:42:12 2015	1448786532	63	4082	4145	4082
Sun Nov 29 09:42:39 2015	1448786559	62	4084	4146	4084
Sun Nov 29 09:43:00 2015	1448786580	62	4090	4152	4090
Sun Nov 29 09:42:47 2015	1448786567	62	4091	4153	4090
Sun Nov 29 09:42:39 2015	1448786559	60	4101	4161	4100
Sun Nov 29 09:42:59 2015	1448786579	76	4092	4168	4092
Sun Nov 29 09:42:27 2015	1448786547	104	4084	4188	4084
Sun Nov 29 09:42:29 2015	1448786549	241	4088	4330	4088
Sun Nov 29 09:42:31 2015	1448786551	59	5084	5143	5084
Sun Nov 29 09:42:16 2015	1448786536	63	5089	5152	5089
Sun Nov 29 09:42:41 2015	1448786561	67	5086	5153	5086
Sun Nov 29 09:42:43 2015	1448786563	62	5097	5159	5097
Sun Nov 29 09:42:31 2015	1448786551	62	5107	5169	5107
Sun Nov 29 09:42:29 2015	1448786549	63	6089	6152	6089
Sun Nov 29 09:42:23 2015	1448786543	61	6091	6152	6091
Sun Nov 29 09:42:38 2015	1448786558	63	6090	6152	6089
Sun Nov 29 09:42:51 2015	1448786571	62	6982	7043	6981
Sun Nov 29 09:42:51 2015	1448786571	61	7112	7172	7112
Sun Nov 29 09:42:52 2015	1448786572	67	7126	7193	7126
Sun Nov 29 09:42:51 2015	1448786571	79	7258	7336	7257
Sun Nov 29 09:42:51 2015	1448786571	57	7416	7473	7416
Sun Nov 29 09:42:51 2015	1448786571	60	7832	7892	7832
Sun Nov 29 09:42:51 2015	1448786571	59	8078	8137	8078
Sun Nov 29 09:42:22 2015	1448786542	66	8081	8147	8081
Sun Nov 29 09:42:18 2015	1448786538	64	8084	8148	8083
Sun Nov 29 09:42:26 2015	1448786546	62	8092	8155	8092
Sun Nov 29 09:42:51 2015	1448786571	79	8209	8288	8209
Sun Nov 29 09:42:12 2015	1448786532	63	10091	10154	10091
Sun Nov 29 09:42:18 2015	1448786538	63	10094	10157	10094
Sun Nov 29 09:42:49 2015	1448786569	94	10360	10453	10360
Sun Nov 29 09:42:12 2015	1448786532	63	11098	11161	11098
Sun Nov 29 09:42:24 2015	1448786544	66	12098	12164	12097
Sun Nov 29 09:42:12 2015	1448786532	63	13100	13163	13100
Sun Nov 29 09:42:44 2015	1448786564	66	14303	14369	14303
Sun Nov 29 09:42:12 2015	1448786532	63	15102	15165	15102
Sun Nov 29 09:42:12 2015	1448786532	63	17106	17169	17106
