starttime	seconds	ctime	dtime	ttime	wait
Sun Nov 29 09:42:20 2015	1448786540	64	80	143	79
Sun Nov 29 09:42:13 2015	1448786533	61	83	143	83
Sun Nov 29 09:42:41 2015	1448786561	61	83	143	83
Sun Nov 29 09:42:22 2015	1448786542	62	82	143	82
Sun Nov 29 09:42:46 2015	1448786566	63	80	143	80
Sun Nov 29 09:42:13 2015	1448786533	60	83	143	83
Sun Nov 29 09:42:37 2015	1448786557	61	83	143	82
Sun Nov 29 09:42:39 2015	1448786559	60	84	143	84
Sun Nov 29 09:42:34 2015	1448786554	63	81	144	81
Sun Nov 29 09:42:20 2015	1448786540	62	81	144	81
Sun Nov 29 09:42:49 2015	1448786569	63	80	144	80
Sun Nov 29 09:42:44 2015	1448786564	64	79	144	79
Sun Nov 29 09:42:49 2015	1448786569	58	86	144	86
Sun Nov 29 09:42:21 2015	1448786541	61	82	144	82
Sun Nov 29 09:42:17 2015	1448786537	63	81	144	81
Sun Nov 29 09:42:38 2015	1448786558	57	86	144	85
Sun Nov 29 09:42:35 2015	1448786555	61	83	144	83
Sun Nov 29 09:42:37 2015	1448786557	63	81	144	80
Sun Nov 29 09:42:34 2015	1448786554	62	82	144	81
Sun Nov 29 09:42:24 2015	1448786544	61	83	144	82
Sun Nov 29 09:42:17 2015	1448786537	64	80	144	79
Sun Nov 29 09:42:15 2015	1448786535	62	82	144	82
Sun Nov 29 09:42:32 2015	1448786552	57	87	144	87
Sun Nov 29 09:42:46 2015	1448786566	62	82	144	82
Sun Nov 29 09:43:01 2015	1448786581	64	80	144	80
Sun Nov 29 09:42:38 2015	1448786558	62	82	144	82
Sun Nov 29 09:42:36 2015	1448786556	61	83	144	83
Sun Nov 29 09:42:16 2015	1448786536	61	83	144	83
Sun Nov 29 09:42:34 2015	1448786554	61	83	144	83
Sun Nov 29 09:42:30 2015	1448786550	63	81	144	81
Sun Nov 29 09:43:02 2015	1448786582	58	86	144	85
Sun Nov 29 09:42:38 2015	1448786558	60	84	144	84
Sun Nov 29 09:42:23 2015	1448786543	62	82	144	82
Sun Nov 29 09:42:30 2015	1448786550	59	85	144	85
Sun Nov 29 09:42:24 2015	1448786544	63	81	144	80
Sun Nov 29 09:42:25 2015	1448786545	62	82	144	82
Sun Nov 29 09:42:37 2015	1448786557	59	85	144	84
Sun Nov 29 09:42:47 2015	1448786567	62	83	144	82
Sun Nov 29 09:42:34 2015	1448786554	63	82	144	81
Sun Nov 29 09:42:39 2015	1448786559	61	83	144	83
Sun Nov 29 09:42:18 2015	1448786538	61	83	144	82
Sun Nov 29 09:42:47 2015	1448786567	65	80	144	79
Sun Nov 29 09:42:40 2015	1448786560	66	79	145	79
Sun Nov 29 09:42:17 2015	1448786537	62	83	145	82
Sun Nov 29 09:42:35 2015	1448786555	62	83	145	83
Sun Nov 29 09:42:40 2015	1448786560	61	83	145	83
Sun Nov 29 09:42:31 2015	1448786551	63	82	145	82
Sun Nov 29 09:42:34 2015	1448786554	58	86	145	86
Sun Nov 29 09:42:32 2015	1448786552	61	84	145	84
Sun Nov 29 09:42:24 2015	1448786544	60	84	145	84
Sun Nov 29 09:42:36 2015	1448786556	56	89	145	89
Sun Nov 29 09:42:16 2015	1448786536	64	80	145	80
Sun Nov 29 09:42:22 2015	1448786542	63	81	145	81
Sun Nov 29 09:42:17 2015	1448786537	61	83	145	83
Sun Nov 29 09:42:40 2015	1448786560	60	85	145	85
Sun Nov 29 09:42:17 2015	1448786537	61	84	145	84
Sun Nov 29 09:42:31 2015	1448786551	61	84	145	84
Sun Nov 29 09:42:23 2015	1448786543	60	85	145	84
Sun Nov 29 09:42:41 2015	1448786561	58	87	145	87
Sun Nov 29 09:42:29 2015	1448786549	61	84	145	84
Sun Nov 29 09:42:46 2015	1448786566	61	84	145	84
Sun Nov 29 09:42:41 2015	1448786561	65	80	145	80
Sun Nov 29 09:42:24 2015	1448786544	63	82	145	82
Sun Nov 29 09:42:30 2015	1448786550	63	82	145	82
Sun Nov 29 09:42:35 2015	1448786555	61	84	145	84
Sun Nov 29 09:42:59 2015	1448786579	61	84	145	82
Sun Nov 29 09:42:31 2015	1448786551	62	83	145	82
Sun Nov 29 09:42:19 2015	1448786539	62	83	145	83
Sun Nov 29 09:42:44 2015	1448786564	61	84	145	84
Sun Nov 29 09:42:39 2015	1448786559	61	84	145	84
Sun Nov 29 09:42:43 2015	1448786563	61	84	145	84
Sun Nov 29 09:42:25 2015	1448786545	60	85	145	85
Sun Nov 29 09:42:32 2015	1448786552	61	85	145	85
Sun Nov 29 09:42:34 2015	1448786554	62	84	145	84
Sun Nov 29 09:42:37 2015	1448786557	64	82	145	81
Sun Nov 29 09:42:27 2015	1448786547	60	85	146	84
Sun Nov 29 09:42:14 2015	1448786534	60	85	146	85
Sun Nov 29 09:42:14 2015	1448786534	61	85	146	85
Sun Nov 29 09:42:20 2015	1448786540	61	84	146	84
Sun Nov 29 09:43:01 2015	1448786581	62	84	146	84
Sun Nov 29 09:42:40 2015	1448786560	64	82	146	82
Sun Nov 29 09:42:38 2015	1448786558	64	82	146	82
Sun Nov 29 09:42:18 2015	1448786538	66	80	146	79
Sun Nov 29 09:42:22 2015	1448786542	60	86	146	86
Sun Nov 29 09:43:02 2015	1448786582	62	84	146	84
Sun Nov 29 09:42:31 2015	1448786551	65	80	146	80
Sun Nov 29 09:42:41 2015	1448786561	60	86	146	86
Sun Nov 29 09:42:39 2015	1448786559	64	82	146	82
Sun Nov 29 09:42:40 2015	1448786560	61	85	146	85
Sun Nov 29 09:42:51 2015	1448786571	63	83	146	83
Sun Nov 29 09:42:48 2015	1448786568	61	85	146	85
Sun Nov 29 09:42:32 2015	1448786552	61	85	146	85
Sun Nov 29 09:42:59 2015	1448786579	63	84	146	83
Sun Nov 29 09:42:39 2015	1448786559	62	84	146	82
Sun Nov 29 09:42:16 2015	1448786536	63	84	146	84
Sun Nov 29 09:42:59 2015	1448786579	62	85	147	84
Sun Nov 29 09:42:12 2015	1448786532	65	82	147	82
Sun Nov 29 09:42:30 2015	1448786550	61	86	147	86
Sun Nov 29 09:42:44 2015	1448786564	64	83	147	83
Sun Nov 29 09:42:48 2015	1448786568	62	84	147	84
Sun Nov 29 09:42:35 2015	1448786555	65	82	147	82
Sun Nov 29 09:42:40 2015	1448786560	61	86	147	85
Sun Nov 29 09:42:43 2015	1448786563	60	87	147	87
Sun Nov 29 09:42:41 2015	1448786561	61	86	147	85
Sun Nov 29 09:42:15 2015	1448786535	64	83	147	83
Sun Nov 29 09:42:39 2015	1448786559	63	85	147	84
Sun Nov 29 09:43:02 2015	1448786582	63	84	147	84
Sun Nov 29 09:42:39 2015	1448786559	62	85	147	85
Sun Nov 29 09:42:39 2015	1448786559	66	82	147	81
Sun Nov 29 09:42:31 2015	1448786551	66	81	147	81
Sun Nov 29 09:42:32 2015	1448786552	62	86	147	86
Sun Nov 29 09:42:59 2015	1448786579	63	85	148	85
Sun Nov 29 09:42:38 2015	1448786558	61	86	148	86
Sun Nov 29 09:42:44 2015	1448786564	60	87	148	87
Sun Nov 29 09:42:43 2015	1448786563	64	83	148	83
Sun Nov 29 09:43:02 2015	1448786582	60	88	148	88
Sun Nov 29 09:42:59 2015	1448786579	64	84	148	84
Sun Nov 29 09:42:40 2015	1448786560	64	84	148	84
Sun Nov 29 09:42:47 2015	1448786567	62	86	148	86
Sun Nov 29 09:42:43 2015	1448786563	58	90	148	85
Sun Nov 29 09:42:28 2015	1448786548	63	85	148	85
Sun Nov 29 09:42:37 2015	1448786557	64	84	148	84
Sun Nov 29 09:42:25 2015	1448786545	63	86	148	85
Sun Nov 29 09:42:38 2015	1448786558	60	88	148	87
Sun Nov 29 09:42:38 2015	1448786558	63	85	148	85
Sun Nov 29 09:42:30 2015	1448786550	64	84	148	84
Sun Nov 29 09:42:20 2015	1448786540	58	90	148	90
Sun Nov 29 09:42:24 2015	1448786544	62	87	148	87
Sun Nov 29 09:42:43 2015	1448786563	67	82	149	82
Sun Nov 29 09:42:41 2015	1448786561	61	87	149	87
Sun Nov 29 09:42:30 2015	1448786550	62	87	149	87
Sun Nov 29 09:42:18 2015	1448786538	70	79	149	77
Sun Nov 29 09:42:38 2015	1448786558	61	88	149	87
Sun Nov 29 09:42:41 2015	1448786561	59	90	149	86
Sun Nov 29 09:42:40 2015	1448786560	66	83	149	83
Sun Nov 29 09:42:38 2015	1448786558	63	86	149	86
Sun Nov 29 09:42:25 2015	1448786545	75	74	149	74
Sun Nov 29 09:42:14 2015	1448786534	62	87	149	86
Sun Nov 29 09:43:01 2015	1448786581	59	90	149	90
Sun Nov 29 09:42:34 2015	1448786554	63	86	149	86
Sun Nov 29 09:42:43 2015	1448786563	63	86	149	86
Sun Nov 29 09:42:59 2015	1448786579	62	87	149	87
Sun Nov 29 09:42:41 2015	1448786561	63	87	149	87
Sun Nov 29 09:42:20 2015	1448786540	65	85	149	84
Sun Nov 29 09:42:40 2015	1448786560	62	87	150	81
Sun Nov 29 09:43:02 2015	1448786582	58	92	150	92
Sun Nov 29 09:42:47 2015	1448786567	64	86	150	85
Sun Nov 29 09:42:16 2015	1448786536	64	86	150	86
Sun Nov 29 09:42:37 2015	1448786557	65	86	150	85
Sun Nov 29 09:42:41 2015	1448786561	63	88	150	88
Sun Nov 29 09:42:39 2015	1448786559	63	88	150	88
Sun Nov 29 09:42:24 2015	1448786544	66	84	151	84
Sun Nov 29 09:42:40 2015	1448786560	60	90	151	90
Sun Nov 29 09:42:43 2015	1448786563	68	83	151	79
Sun Nov 29 09:43:01 2015	1448786581	71	80	151	80
Sun Nov 29 09:42:41 2015	1448786561	62	89	151	89
Sun Nov 29 09:42:41 2015	1448786561	61	90	151	89
Sun Nov 29 09:42:51 2015	1448786571	61	90	151	90
Sun Nov 29 09:43:01 2015	1448786581	67	84	151	84
Sun Nov 29 09:42:39 2015	1448786559	64	88	151	88
Sun Nov 29 09:42:39 2015	1448786559	63	89	152	87
Sun Nov 29 09:42:40 2015	1448786560	66	86	152	81
Sun Nov 29 09:43:01 2015	1448786581	62	91	152	90
Sun Nov 29 09:43:01 2015	1448786581	62	91	153	89
Sun Nov 29 09:42:32 2015	1448786552	72	81	153	81
Sun Nov 29 09:42:16 2015	1448786536	67	86	153	86
Sun Nov 29 09:42:37 2015	1448786557	70	83	153	83
Sun Nov 29 09:42:39 2015	1448786559	64	90	153	89
Sun Nov 29 09:43:01 2015	1448786581	72	81	153	81
Sun Nov 29 09:42:38 2015	1448786558	67	86	154	85
Sun Nov 29 09:42:39 2015	1448786559	67	86	154	86
Sun Nov 29 09:42:51 2015	1448786571	71	83	154	83
Sun Nov 29 09:42:25 2015	1448786545	72	82	154	82
Sun Nov 29 09:42:22 2015	1448786542	64	90	154	90
Sun Nov 29 09:42:40 2015	1448786560	62	93	154	92
Sun Nov 29 09:42:38 2015	1448786558	66	89	154	88
Sun Nov 29 09:42:50 2015	1448786570	64	90	154	90
Sun Nov 29 09:42:44 2015	1448786564	68	87	155	87
Sun Nov 29 09:42:37 2015	1448786557	61	93	155	87
Sun Nov 29 09:42:43 2015	1448786563	74	81	155	80
Sun Nov 29 09:42:36 2015	1448786556	64	91	155	88
Sun Nov 29 09:42:20 2015	1448786540	68	88	155	85
Sun Nov 29 09:42:24 2015	1448786544	74	81	156	81
Sun Nov 29 09:43:01 2015	1448786581	63	93	156	93
Sun Nov 29 09:42:51 2015	1448786571	67	90	157	89
Sun Nov 29 09:42:32 2015	1448786552	63	94	157	94
Sun Nov 29 09:42:38 2015	1448786558	63	94	158	93
Sun Nov 29 09:42:59 2015	1448786579	79	80	158	78
Sun Nov 29 09:42:38 2015	1448786558	63	96	159	96
Sun Nov 29 09:42:21 2015	1448786541	82	79	161	79
Sun Nov 29 09:42:40 2015	1448786560	63	98	161	92
Sun Nov 29 09:42:37 2015	1448786557	81	82	163	81
Sun Nov 29 09:42:37 2015	1448786557	62	101	163	101
Sun Nov 29 09:42:43 2015	1448786563	75	88	164	88
Sun Nov 29 09:42:37 2015	1448786557	83	84	167	84
Sun Nov 29 09:42:12 2015	1448786532	87	80	168	80
Sun Nov 29 09:42:51 2015	1448786571	87	81	168	81
Sun Nov 29 09:42:44 2015	1448786564	60	108	168	107
Sun Nov 29 09:43:01 2015	1448786581	79	92	171	92
Sun Nov 29 09:43:01 2015	1448786581	73	99	172	99
Sun Nov 29 09:42:14 2015	1448786534	60	113	173	113
Sun Nov 29 09:42:37 2015	1448786557	62	122	184	119
Sun Nov 29 09:42:29 2015	1448786549	103	82	185	82
Sun Nov 29 09:42:44 2015	1448786564	59	127	186	127
Sun Nov 29 09:42:37 2015	1448786557	107	93	200	93
Sun Nov 29 09:42:35 2015	1448786555	134	79	213	79
Sun Nov 29 09:42:46 2015	1448786566	218	82	300	81
Sun Nov 29 09:42:36 2015	1448786556	61	275	336	275
Sun Nov 29 09:42:17 2015	1448786537	269	84	353	84
Sun Nov 29 09:42:17 2015	1448786537	58	341	399	341
Sun Nov 29 09:42:43 2015	1448786563	319	86	405	86
Sun Nov 29 09:42:23 2015	1448786543	66	343	409	342
Sun Nov 29 09:42:29 2015	1448786549	58	354	412	354
Sun Nov 29 09:42:36 2015	1448786556	66	359	425	359
Sun Nov 29 09:42:46 2015	1448786566	61	382	444	382
Sun Nov 29 09:42:43 2015	1448786563	68	386	454	386
Sun Nov 29 09:42:30 2015	1448786550	62	1073	1135	1073
Sun Nov 29 09:42:23 2015	1448786543	61	1077	1138	1077
Sun Nov 29 09:42:26 2015	1448786546	61	1078	1139	1078
Sun Nov 29 09:42:16 2015	1448786536	60	1080	1140	1080
Sun Nov 29 09:42:34 2015	1448786554	64	1077	1141	1077
Sun Nov 29 09:42:31 2015	1448786551	62	1079	1141	1079
Sun Nov 29 09:42:43 2015	1448786563	1059	82	1141	82
Sun Nov 29 09:42:39 2015	1448786559	60	1082	1141	1082
Sun Nov 29 09:42:25 2015	1448786545	61	1080	1141	1080
Sun Nov 29 09:42:12 2015	1448786532	62	1079	1142	1079
Sun Nov 29 09:42:15 2015	1448786535	62	1080	1142	1080
Sun Nov 29 09:42:35 2015	1448786555	1059	83	1142	78
Sun Nov 29 09:42:34 2015	1448786554	60	1082	1142	1082
Sun Nov 29 09:42:36 2015	1448786556	1059	88	1147	88
Sun Nov 29 09:42:36 2015	1448786556	1057	90	1147	88
Sun Nov 29 09:42:39 2015	1448786559	61	1087	1148	1087
Sun Nov 29 09:43:01 2015	1448786581	62	1086	1148	1085
Sun Nov 29 09:42:37 2015	1448786557	60	1088	1148	1088
Sun Nov 29 09:42:38 2015	1448786558	60	1091	1151	1090
Sun Nov 29 09:42:14 2015	1448786534	68	1083	1151	1083
Sun Nov 29 09:42:40 2015	1448786560	62	1091	1152	1091
Sun Nov 29 09:43:01 2015	1448786581	69	1086	1155	1085
Sun Nov 29 09:42:38 2015	1448786558	66	1089	1155	1087
Sun Nov 29 09:43:01 2015	1448786581	67	1088	1156	1081
Sun Nov 29 09:42:37 2015	1448786557	71	1085	1156	1085
Sun Nov 29 09:42:40 2015	1448786560	69	1088	1157	1087
Sun Nov 29 09:43:01 2015	1448786581	68	1091	1159	1091
Sun Nov 29 09:42:37 2015	1448786557	73	1092	1165	1086
Sun Nov 29 09:42:59 2015	1448786579	61	1277	1338	1277
Sun Nov 29 09:42:18 2015	1448786538	61	1303	1364	1302
Sun Nov 29 09:42:32 2015	1448786552	61	1329	1391	1329
Sun Nov 29 09:42:44 2015	1448786564	61	1343	1404	1343
Sun Nov 29 09:42:41 2015	1448786561	63	1344	1407	1344
Sun Nov 29 09:42:49 2015	1448786569	57	1355	1412	1355
Sun Nov 29 09:42:36 2015	1448786556	329	1091	1420	1091
Sun Nov 29 09:42:35 2015	1448786555	344	1089	1433	1089
Sun Nov 29 09:42:35 2015	1448786555	62	1382	1444	1381
Sun Nov 29 09:42:16 2015	1448786536	61	1404	1466	1404
Sun Nov 29 09:42:59 2015	1448786579	61	1797	1858	1797
Sun Nov 29 09:42:59 2015	1448786579	60	2076	2137	2076
Sun Nov 29 09:42:49 2015	1448786569	61	2076	2137	2076
Sun Nov 29 09:42:36 2015	1448786556	1057	1080	2137	1075
Sun Nov 29 09:42:44 2015	1448786564	57	2083	2140	2083
Sun Nov 29 09:42:41 2015	1448786561	61	2080	2141	2080
Sun Nov 29 09:42:46 2015	1448786566	61	2081	2143	2081
Sun Nov 29 09:42:13 2015	1448786533	62	2081	2144	2081
Sun Nov 29 09:42:45 2015	1448786565	61	2083	2144	2083
Sun Nov 29 09:42:47 2015	1448786567	60	2085	2145	2085
Sun Nov 29 09:42:47 2015	1448786567	62	2084	2146	2083
Sun Nov 29 09:42:28 2015	1448786548	62	2085	2147	2085
Sun Nov 29 09:42:41 2015	1448786561	63	2084	2147	2084
Sun Nov 29 09:42:29 2015	1448786549	62	2086	2148	2086
Sun Nov 29 09:42:59 2015	1448786579	59	2089	2148	2089
Sun Nov 29 09:42:12 2015	1448786532	63	2087	2150	2087
Sun Nov 29 09:42:27 2015	1448786547	66	2085	2151	2084
Sun Nov 29 09:42:41 2015	1448786561	67	2084	2152	2083
Sun Nov 29 09:42:48 2015	1448786568	61	2090	2152	2090
Sun Nov 29 09:42:44 2015	1448786564	69	2083	2152	2083
Sun Nov 29 09:42:49 2015	1448786569	67	2085	2152	2085
Sun Nov 29 09:42:21 2015	1448786541	65	2088	2153	2088
Sun Nov 29 09:42:59 2015	1448786579	69	2085	2154	2083
Sun Nov 29 09:42:38 2015	1448786558	58	2096	2154	2096
Sun Nov 29 09:42:37 2015	1448786557	68	2089	2157	2089
Sun Nov 29 09:42:27 2015	1448786547	70	2089	2160	2089
Sun Nov 29 09:42:47 2015	1448786567	61	2117	2178	2116
Sun Nov 29 09:42:49 2015	1448786569	63	2116	2179	2115
Sun Nov 29 09:42:35 2015	1448786555	62	2139	2201	2128
