starttime	seconds	ctime	dtime	ttime	wait
Sun Nov 29 09:35:09 2015	1448786109	59	72	131	72
Sun Nov 29 09:34:36 2015	1448786076	60	72	131	72
Sun Nov 29 09:34:14 2015	1448786054	60	72	131	72
Sun Nov 29 09:34:35 2015	1448786075	61	71	131	71
Sun Nov 29 09:33:24 2015	1448786004	60	72	132	71
Sun Nov 29 09:33:13 2015	1448785993	62	69	132	69
Sun Nov 29 09:33:09 2015	1448785989	59	73	132	73
Sun Nov 29 09:33:08 2015	1448785988	59	73	132	73
Sun Nov 29 09:35:19 2015	1448786119	58	74	132	74
Sun Nov 29 09:37:32 2015	1448786252	60	72	132	72
Sun Nov 29 09:34:13 2015	1448786053	57	75	132	75
Sun Nov 29 09:34:22 2015	1448786062	61	71	132	71
Sun Nov 29 09:33:22 2015	1448786002	57	75	132	75
Sun Nov 29 09:37:23 2015	1448786243	58	74	132	74
Sun Nov 29 09:33:16 2015	1448785996	57	75	132	75
Sun Nov 29 09:33:26 2015	1448786006	59	73	132	72
Sun Nov 29 09:33:16 2015	1448785996	58	73	132	73
Sun Nov 29 09:34:13 2015	1448786053	58	74	132	74
Sun Nov 29 09:33:24 2015	1448786004	58	74	132	74
Sun Nov 29 09:35:53 2015	1448786153	58	74	132	74
Sun Nov 29 09:33:06 2015	1448785986	61	71	132	0
Sun Nov 29 09:34:14 2015	1448786054	61	71	132	71
Sun Nov 29 09:35:35 2015	1448786135	58	74	132	74
Sun Nov 29 09:33:22 2015	1448786002	57	75	132	75
Sun Nov 29 09:33:11 2015	1448785991	59	73	132	73
Sun Nov 29 09:33:18 2015	1448785998	59	73	132	73
Sun Nov 29 09:34:39 2015	1448786079	60	72	132	72
Sun Nov 29 09:37:35 2015	1448786255	61	71	132	71
Sun Nov 29 09:35:28 2015	1448786128	60	72	132	72
Sun Nov 29 09:33:13 2015	1448785993	59	73	132	73
Sun Nov 29 09:34:35 2015	1448786075	60	72	132	72
Sun Nov 29 09:33:11 2015	1448785991	62	70	132	70
Sun Nov 29 09:33:08 2015	1448785988	59	73	132	72
Sun Nov 29 09:34:09 2015	1448786049	58	74	132	74
Sun Nov 29 09:35:02 2015	1448786102	61	71	132	71
Sun Nov 29 09:34:14 2015	1448786054	57	75	132	75
Sun Nov 29 09:37:06 2015	1448786226	60	72	132	71
Sun Nov 29 09:33:16 2015	1448785996	58	74	132	74
Sun Nov 29 09:33:14 2015	1448785994	61	71	132	0
Sun Nov 29 09:33:08 2015	1448785988	59	73	132	73
Sun Nov 29 09:33:25 2015	1448786005	61	72	132	72
Sun Nov 29 09:33:06 2015	1448785986	59	74	132	73
Sun Nov 29 09:33:07 2015	1448785987	60	72	132	72
Sun Nov 29 09:34:48 2015	1448786088	60	72	132	72
Sun Nov 29 09:33:17 2015	1448785997	59	73	132	73
Sun Nov 29 09:36:57 2015	1448786217	56	76	132	76
Sun Nov 29 09:34:12 2015	1448786052	60	72	132	72
Sun Nov 29 09:33:19 2015	1448785999	61	71	132	71
Sun Nov 29 09:33:03 2015	1448785983	58	75	132	74
Sun Nov 29 09:33:02 2015	1448785982	58	74	132	74
Sun Nov 29 09:33:04 2015	1448785984	60	72	132	72
Sun Nov 29 09:33:13 2015	1448785993	59	73	132	73
Sun Nov 29 09:37:15 2015	1448786235	62	70	132	70
Sun Nov 29 09:35:10 2015	1448786110	60	72	132	72
Sun Nov 29 09:35:33 2015	1448786133	57	76	132	76
Sun Nov 29 09:33:14 2015	1448785994	60	73	132	73
Sun Nov 29 09:34:57 2015	1448786097	60	72	132	72
Sun Nov 29 09:34:37 2015	1448786077	60	72	132	72
Sun Nov 29 09:35:44 2015	1448786144	61	72	132	71
Sun Nov 29 09:33:11 2015	1448785991	60	72	132	0
Sun Nov 29 09:35:19 2015	1448786119	57	75	132	75
Sun Nov 29 09:37:12 2015	1448786232	58	74	132	74
Sun Nov 29 09:33:28 2015	1448786008	62	70	132	70
Sun Nov 29 09:35:31 2015	1448786131	60	72	132	72
Sun Nov 29 09:37:09 2015	1448786229	61	71	132	71
Sun Nov 29 09:37:03 2015	1448786223	58	75	132	75
Sun Nov 29 09:35:22 2015	1448786122	58	74	132	74
Sun Nov 29 09:33:22 2015	1448786002	58	75	132	75
Sun Nov 29 09:36:49 2015	1448786209	60	73	133	73
Sun Nov 29 09:33:10 2015	1448785990	57	75	133	75
Sun Nov 29 09:33:23 2015	1448786003	57	75	133	75
Sun Nov 29 09:33:33 2015	1448786013	59	74	133	74
Sun Nov 29 09:35:28 2015	1448786128	60	72	133	72
Sun Nov 29 09:34:13 2015	1448786053	61	72	133	71
Sun Nov 29 09:33:04 2015	1448785984	59	73	133	73
Sun Nov 29 09:35:00 2015	1448786100	54	78	133	78
Sun Nov 29 09:36:34 2015	1448786194	61	71	133	71
Sun Nov 29 09:33:12 2015	1448785992	60	72	133	72
Sun Nov 29 09:33:05 2015	1448785985	56	76	133	76
Sun Nov 29 09:33:31 2015	1448786011	61	71	133	71
Sun Nov 29 09:34:54 2015	1448786094	61	72	133	72
Sun Nov 29 09:33:12 2015	1448785992	58	74	133	74
Sun Nov 29 09:34:25 2015	1448786065	61	72	133	72
Sun Nov 29 09:34:35 2015	1448786075	56	77	133	77
Sun Nov 29 09:33:23 2015	1448786003	60	73	133	73
Sun Nov 29 09:37:29 2015	1448786249	62	71	133	71
Sun Nov 29 09:33:02 2015	1448785982	60	73	133	73
Sun Nov 29 09:33:27 2015	1448786007	60	73	133	72
Sun Nov 29 09:33:17 2015	1448785997	60	73	133	72
Sun Nov 29 09:35:25 2015	1448786125	58	75	133	75
Sun Nov 29 09:35:08 2015	1448786108	61	71	133	71
Sun Nov 29 09:33:31 2015	1448786011	61	72	133	72
Sun Nov 29 09:35:10 2015	1448786110	60	72	133	72
Sun Nov 29 09:33:17 2015	1448785997	59	74	133	74
Sun Nov 29 09:33:37 2015	1448786017	58	75	133	75
Sun Nov 29 09:33:02 2015	1448785982	61	72	133	72
Sun Nov 29 09:34:46 2015	1448786086	61	72	133	72
Sun Nov 29 09:35:33 2015	1448786133	59	74	133	74
Sun Nov 29 09:35:02 2015	1448786102	62	71	133	71
Sun Nov 29 09:35:48 2015	1448786148	54	79	133	79
Sun Nov 29 09:35:26 2015	1448786126	57	76	133	76
Sun Nov 29 09:34:25 2015	1448786065	60	73	133	73
Sun Nov 29 09:34:02 2015	1448786042	62	71	133	71
Sun Nov 29 09:33:14 2015	1448785994	57	76	133	0
Sun Nov 29 09:35:50 2015	1448786150	60	73	133	73
Sun Nov 29 09:35:08 2015	1448786108	61	72	133	72
Sun Nov 29 09:33:06 2015	1448785986	59	74	133	74
Sun Nov 29 09:34:07 2015	1448786047	57	76	133	75
Sun Nov 29 09:33:26 2015	1448786006	63	70	133	70
Sun Nov 29 09:33:06 2015	1448785986	59	74	133	74
Sun Nov 29 09:33:27 2015	1448786007	58	75	133	75
Sun Nov 29 09:34:16 2015	1448786056	57	76	133	76
Sun Nov 29 09:35:52 2015	1448786152	60	73	133	73
Sun Nov 29 09:35:35 2015	1448786135	58	75	133	75
Sun Nov 29 09:33:20 2015	1448786000	59	74	133	74
Sun Nov 29 09:34:13 2015	1448786053	62	71	133	70
Sun Nov 29 09:35:35 2015	1448786135	61	72	133	72
Sun Nov 29 09:33:14 2015	1448785994	58	75	133	75
Sun Nov 29 09:36:25 2015	1448786185	61	72	133	72
Sun Nov 29 09:33:18 2015	1448785998	60	73	133	73
Sun Nov 29 09:34:36 2015	1448786076	61	72	133	72
Sun Nov 29 09:33:16 2015	1448785996	60	73	133	73
Sun Nov 29 09:33:36 2015	1448786016	59	74	133	74
Sun Nov 29 09:33:19 2015	1448785999	60	73	133	73
Sun Nov 29 09:33:19 2015	1448785999	57	76	133	76
Sun Nov 29 09:34:14 2015	1448786054	59	75	133	75
Sun Nov 29 09:34:12 2015	1448786052	62	71	133	71
Sun Nov 29 09:34:42 2015	1448786082	59	74	133	73
Sun Nov 29 09:35:29 2015	1448786129	61	72	133	72
Sun Nov 29 09:35:35 2015	1448786135	60	73	133	73
Sun Nov 29 09:33:20 2015	1448786000	59	74	133	74
Sun Nov 29 09:33:34 2015	1448786014	62	72	133	72
Sun Nov 29 09:33:16 2015	1448785996	60	73	133	73
Sun Nov 29 09:35:21 2015	1448786121	60	74	133	73
Sun Nov 29 09:33:04 2015	1448785984	61	73	133	73
Sun Nov 29 09:34:52 2015	1448786092	59	75	133	75
Sun Nov 29 09:34:02 2015	1448786042	57	77	133	76
Sun Nov 29 09:34:14 2015	1448786054	60	73	133	73
Sun Nov 29 09:33:22 2015	1448786002	61	72	133	72
Sun Nov 29 09:37:33 2015	1448786253	58	75	133	75
Sun Nov 29 09:33:10 2015	1448785990	57	76	133	76
Sun Nov 29 09:33:10 2015	1448785990	61	72	133	72
Sun Nov 29 09:37:23 2015	1448786243	58	76	134	76
Sun Nov 29 09:33:22 2015	1448786002	57	77	134	77
Sun Nov 29 09:33:04 2015	1448785984	60	73	134	73
Sun Nov 29 09:35:34 2015	1448786134	60	73	134	73
Sun Nov 29 09:35:09 2015	1448786109	62	72	134	72
Sun Nov 29 09:33:08 2015	1448785988	59	74	134	74
Sun Nov 29 09:34:35 2015	1448786075	57	76	134	76
Sun Nov 29 09:33:19 2015	1448785999	60	74	134	74
Sun Nov 29 09:36:19 2015	1448786179	59	74	134	74
Sun Nov 29 09:37:00 2015	1448786220	59	74	134	74
Sun Nov 29 09:33:18 2015	1448785998	59	74	134	74
Sun Nov 29 09:34:59 2015	1448786099	59	75	134	75
Sun Nov 29 09:36:05 2015	1448786165	61	73	134	73
Sun Nov 29 09:34:02 2015	1448786042	59	74	134	74
Sun Nov 29 09:34:04 2015	1448786044	62	72	134	72
Sun Nov 29 09:34:52 2015	1448786092	60	74	134	74
Sun Nov 29 09:33:16 2015	1448785996	60	73	134	73
Sun Nov 29 09:33:04 2015	1448785984	59	74	134	74
Sun Nov 29 09:35:00 2015	1448786100	60	73	134	73
Sun Nov 29 09:33:05 2015	1448785985	60	73	134	73
Sun Nov 29 09:35:08 2015	1448786108	58	76	134	76
Sun Nov 29 09:33:20 2015	1448786000	61	73	134	73
Sun Nov 29 09:36:49 2015	1448786209	58	76	134	76
Sun Nov 29 09:35:46 2015	1448786146	60	74	134	74
Sun Nov 29 09:33:23 2015	1448786003	58	75	134	75
Sun Nov 29 09:33:33 2015	1448786013	62	72	134	72
Sun Nov 29 09:33:27 2015	1448786007	61	73	134	73
Sun Nov 29 09:35:50 2015	1448786150	61	73	134	73
Sun Nov 29 09:34:14 2015	1448786054	61	73	134	73
Sun Nov 29 09:33:13 2015	1448785993	61	73	134	73
Sun Nov 29 09:33:09 2015	1448785989	59	75	134	75
Sun Nov 29 09:37:06 2015	1448786226	60	74	134	74
Sun Nov 29 09:33:09 2015	1448785989	59	75	134	75
Sun Nov 29 09:34:25 2015	1448786065	61	72	134	72
Sun Nov 29 09:34:39 2015	1448786079	59	75	134	75
Sun Nov 29 09:33:33 2015	1448786013	62	72	134	71
Sun Nov 29 09:34:23 2015	1448786063	61	73	134	73
Sun Nov 29 09:37:30 2015	1448786250	57	77	134	77
Sun Nov 29 09:36:27 2015	1448786187	61	73	134	72
Sun Nov 29 09:33:59 2015	1448786039	57	77	134	77
Sun Nov 29 09:33:20 2015	1448786000	59	75	134	75
Sun Nov 29 09:33:19 2015	1448785999	61	73	134	73
Sun Nov 29 09:35:22 2015	1448786122	61	73	134	73
Sun Nov 29 09:35:34 2015	1448786134	61	73	134	73
Sun Nov 29 09:33:09 2015	1448785989	60	74	134	74
Sun Nov 29 09:33:14 2015	1448785994	58	76	134	76
Sun Nov 29 09:34:12 2015	1448786052	63	71	134	71
Sun Nov 29 09:36:12 2015	1448786172	63	71	134	71
Sun Nov 29 09:33:11 2015	1448785991	58	76	134	76
Sun Nov 29 09:34:54 2015	1448786094	59	75	134	75
Sun Nov 29 09:33:03 2015	1448785983	59	75	134	75
Sun Nov 29 09:33:35 2015	1448786015	62	72	134	72
Sun Nov 29 09:33:02 2015	1448785982	61	73	134	73
Sun Nov 29 09:36:38 2015	1448786198	61	73	134	73
Sun Nov 29 09:33:02 2015	1448785982	58	76	134	76
Sun Nov 29 09:37:09 2015	1448786229	59	76	134	75
Sun Nov 29 09:33:52 2015	1448786032	62	72	134	72
Sun Nov 29 09:33:04 2015	1448785984	62	73	134	72
Sun Nov 29 09:35:08 2015	1448786108	61	73	134	73
Sun Nov 29 09:33:18 2015	1448785998	59	75	134	75
Sun Nov 29 09:35:28 2015	1448786128	62	72	134	72
Sun Nov 29 09:35:19 2015	1448786119	57	77	134	77
Sun Nov 29 09:33:04 2015	1448785984	62	72	134	72
Sun Nov 29 09:35:37 2015	1448786137	63	71	134	71
Sun Nov 29 09:33:18 2015	1448785998	62	72	134	72
Sun Nov 29 09:36:57 2015	1448786217	61	73	134	73
Sun Nov 29 09:33:12 2015	1448785992	58	76	134	76
Sun Nov 29 09:35:19 2015	1448786119	61	73	134	73
Sun Nov 29 09:33:06 2015	1448785986	61	73	134	73
Sun Nov 29 09:34:23 2015	1448786063	60	75	134	74
Sun Nov 29 09:35:35 2015	1448786135	60	74	134	74
Sun Nov 29 09:35:08 2015	1448786108	62	73	134	72
Sun Nov 29 09:35:05 2015	1448786105	60	74	134	74
Sun Nov 29 09:35:46 2015	1448786146	61	73	134	73
Sun Nov 29 09:36:40 2015	1448786200	63	71	134	71
Sun Nov 29 09:33:03 2015	1448785983	60	74	134	74
Sun Nov 29 09:34:52 2015	1448786092	63	71	134	71
Sun Nov 29 09:34:59 2015	1448786099	61	73	135	73
Sun Nov 29 09:36:48 2015	1448786208	60	75	135	75
Sun Nov 29 09:34:44 2015	1448786084	60	75	135	75
Sun Nov 29 09:33:14 2015	1448785994	58	77	135	77
Sun Nov 29 09:36:57 2015	1448786217	61	74	135	74
Sun Nov 29 09:33:06 2015	1448785986	62	73	135	73
Sun Nov 29 09:36:49 2015	1448786209	63	72	135	72
Sun Nov 29 09:33:11 2015	1448785991	62	72	135	72
Sun Nov 29 09:34:10 2015	1448786050	57	77	135	76
Sun Nov 29 09:33:12 2015	1448785992	58	76	135	76
Sun Nov 29 09:33:08 2015	1448785988	60	75	135	75
Sun Nov 29 09:33:03 2015	1448785983	62	73	135	73
Sun Nov 29 09:33:20 2015	1448786000	57	78	135	78
Sun Nov 29 09:37:16 2015	1448786236	57	77	135	77
Sun Nov 29 09:33:33 2015	1448786013	57	77	135	77
Sun Nov 29 09:33:21 2015	1448786001	61	74	135	73
Sun Nov 29 09:33:11 2015	1448785991	62	73	135	73
Sun Nov 29 09:33:21 2015	1448786001	61	74	135	74
Sun Nov 29 09:33:13 2015	1448785993	58	77	135	77
Sun Nov 29 09:33:06 2015	1448785986	61	73	135	73
Sun Nov 29 09:35:50 2015	1448786150	61	74	135	74
Sun Nov 29 09:33:04 2015	1448785984	59	76	135	75
Sun Nov 29 09:34:13 2015	1448786053	63	71	135	71
Sun Nov 29 09:33:06 2015	1448785986	62	73	135	73
Sun Nov 29 09:35:47 2015	1448786147	56	78	135	78
Sun Nov 29 09:33:42 2015	1448786022	62	72	135	72
Sun Nov 29 09:36:50 2015	1448786210	62	73	135	73
Sun Nov 29 09:35:44 2015	1448786144	62	73	135	73
Sun Nov 29 09:35:39 2015	1448786139	57	78	135	77
Sun Nov 29 09:36:50 2015	1448786210	58	77	135	77
Sun Nov 29 09:35:44 2015	1448786144	61	74	135	74
Sun Nov 29 09:35:35 2015	1448786135	63	72	135	72
Sun Nov 29 09:35:46 2015	1448786146	61	74	135	74
Sun Nov 29 09:35:22 2015	1448786122	62	73	135	73
Sun Nov 29 09:34:06 2015	1448786046	60	75	135	74
Sun Nov 29 09:33:14 2015	1448785994	59	76	135	76
Sun Nov 29 09:33:16 2015	1448785996	59	76	135	76
Sun Nov 29 09:33:06 2015	1448785986	60	75	135	75
Sun Nov 29 09:33:13 2015	1448785993	61	74	135	74
Sun Nov 29 09:37:32 2015	1448786252	57	78	135	78
Sun Nov 29 09:33:16 2015	1448785996	61	74	135	74
Sun Nov 29 09:34:38 2015	1448786078	57	78	135	78
Sun Nov 29 09:36:19 2015	1448786179	59	76	135	76
Sun Nov 29 09:34:44 2015	1448786084	63	72	135	72
Sun Nov 29 09:35:53 2015	1448786153	62	73	135	73
Sun Nov 29 09:37:31 2015	1448786251	58	77	135	77
Sun Nov 29 09:35:26 2015	1448786126	58	77	135	77
Sun Nov 29 09:36:17 2015	1448786177	57	77	135	77
Sun Nov 29 09:35:09 2015	1448786109	62	73	135	72
Sun Nov 29 09:34:14 2015	1448786054	63	72	135	72
Sun Nov 29 09:33:09 2015	1448785989	62	73	135	73
Sun Nov 29 09:33:19 2015	1448785999	57	78	135	78
Sun Nov 29 09:33:10 2015	1448785990	57	78	135	78
Sun Nov 29 09:35:19 2015	1448786119	62	73	135	73
Sun Nov 29 09:33:27 2015	1448786007	57	78	135	78
Sun Nov 29 09:33:08 2015	1448785988	58	77	135	76
Sun Nov 29 09:33:12 2015	1448785992	61	74	135	74
Sun Nov 29 09:35:52 2015	1448786152	58	77	135	77
Sun Nov 29 09:37:26 2015	1448786246	61	74	135	74
Sun Nov 29 09:33:04 2015	1448785984	59	76	135	76
Sun Nov 29 09:33:09 2015	1448785989	59	76	135	76
Sun Nov 29 09:34:25 2015	1448786065	62	73	135	73
Sun Nov 29 09:34:34 2015	1448786074	58	77	135	77
Sun Nov 29 09:33:04 2015	1448785984	62	73	135	73
Sun Nov 29 09:33:25 2015	1448786005	61	74	135	74
Sun Nov 29 09:35:22 2015	1448786122	61	74	135	74
Sun Nov 29 09:33:08 2015	1448785988	59	76	135	76
Sun Nov 29 09:35:28 2015	1448786128	61	74	135	74
Sun Nov 29 09:34:49 2015	1448786089	60	75	135	75
Sun Nov 29 09:34:44 2015	1448786084	59	76	135	76
Sun Nov 29 09:35:52 2015	1448786152	62	73	135	73
Sun Nov 29 09:34:36 2015	1448786076	59	76	135	76
Sun Nov 29 09:33:30 2015	1448786010	64	71	135	71
Sun Nov 29 09:33:17 2015	1448785997	59	76	135	76
Sun Nov 29 09:33:26 2015	1448786006	61	74	135	74
Sun Nov 29 09:33:02 2015	1448785982	61	74	135	74
Sun Nov 29 09:34:08 2015	1448786048	62	73	135	73
Sun Nov 29 09:35:20 2015	1448786120	62	73	135	73
Sun Nov 29 09:33:29 2015	1448786009	59	76	135	76
Sun Nov 29 09:35:32 2015	1448786132	58	77	135	77
Sun Nov 29 09:35:47 2015	1448786147	61	74	135	74
Sun Nov 29 09:35:26 2015	1448786126	62	74	135	73
Sun Nov 29 09:35:43 2015	1448786143	58	77	135	77
Sun Nov 29 09:33:20 2015	1448786000	62	73	135	73
Sun Nov 29 09:33:05 2015	1448785985	58	77	135	76
Sun Nov 29 09:34:22 2015	1448786062	60	75	135	75
Sun Nov 29 09:33:09 2015	1448785989	60	75	135	75
Sun Nov 29 09:34:13 2015	1448786053	61	74	135	74
Sun Nov 29 09:34:41 2015	1448786081	61	75	135	75
Sun Nov 29 09:33:05 2015	1448785985	62	74	135	74
Sun Nov 29 09:37:23 2015	1448786243	56	79	135	79
Sun Nov 29 09:33:02 2015	1448785982	58	77	135	77
Sun Nov 29 09:33:14 2015	1448785994	61	75	135	74
Sun Nov 29 09:34:14 2015	1448786054	60	75	135	75
Sun Nov 29 09:33:09 2015	1448785989	60	75	135	75
Sun Nov 29 09:35:34 2015	1448786134	62	74	135	74
Sun Nov 29 09:33:37 2015	1448786017	63	73	135	72
Sun Nov 29 09:36:13 2015	1448786173	58	77	135	77
Sun Nov 29 09:34:18 2015	1448786058	63	73	135	73
Sun Nov 29 09:35:35 2015	1448786135	62	73	135	71
Sun Nov 29 09:33:24 2015	1448786004	59	76	135	76
Sun Nov 29 09:36:50 2015	1448786210	63	73	135	73
Sun Nov 29 09:33:20 2015	1448786000	62	74	135	73
Sun Nov 29 09:35:19 2015	1448786119	63	72	135	72
Sun Nov 29 09:34:39 2015	1448786079	58	78	135	78
Sun Nov 29 09:36:25 2015	1448786185	57	78	135	78
Sun Nov 29 09:33:09 2015	1448785989	59	77	135	77
Sun Nov 29 09:33:19 2015	1448785999	61	74	135	74
Sun Nov 29 09:36:26 2015	1448786186	57	78	135	78
Sun Nov 29 09:33:05 2015	1448785985	63	73	135	73
Sun Nov 29 09:36:58 2015	1448786218	59	77	135	76
Sun Nov 29 09:33:17 2015	1448785997	64	72	135	72
Sun Nov 29 09:33:02 2015	1448785982	62	73	135	0
Sun Nov 29 09:34:54 2015	1448786094	61	75	135	75
Sun Nov 29 09:37:23 2015	1448786243	61	75	135	75
Sun Nov 29 09:36:44 2015	1448786204	61	74	135	74
Sun Nov 29 09:35:32 2015	1448786132	64	72	136	72
Sun Nov 29 09:34:13 2015	1448786053	65	70	136	70
Sun Nov 29 09:36:40 2015	1448786200	59	77	136	77
Sun Nov 29 09:33:24 2015	1448786004	61	75	136	75
Sun Nov 29 09:33:03 2015	1448785983	61	75	136	75
Sun Nov 29 09:35:50 2015	1448786150	61	74	136	74
Sun Nov 29 09:33:37 2015	1448786017	59	76	136	76
Sun Nov 29 09:34:41 2015	1448786081	62	73	136	73
Sun Nov 29 09:33:19 2015	1448785999	60	75	136	75
Sun Nov 29 09:33:52 2015	1448786032	57	79	136	78
Sun Nov 29 09:36:28 2015	1448786188	59	76	136	76
Sun Nov 29 09:36:41 2015	1448786201	60	75	136	75
Sun Nov 29 09:36:28 2015	1448786188	60	75	136	75
Sun Nov 29 09:33:02 2015	1448785982	59	77	136	76
Sun Nov 29 09:33:16 2015	1448785996	60	75	136	75
Sun Nov 29 09:33:08 2015	1448785988	61	75	136	75
Sun Nov 29 09:37:16 2015	1448786236	57	78	136	78
Sun Nov 29 09:35:34 2015	1448786134	59	77	136	77
Sun Nov 29 09:33:19 2015	1448785999	62	73	136	73
Sun Nov 29 09:35:44 2015	1448786144	64	72	136	72
Sun Nov 29 09:34:14 2015	1448786054	60	75	136	75
Sun Nov 29 09:34:24 2015	1448786064	60	75	136	75
Sun Nov 29 09:33:33 2015	1448786013	60	76	136	76
Sun Nov 29 09:34:44 2015	1448786084	62	74	136	74
Sun Nov 29 09:33:20 2015	1448786000	63	72	136	72
Sun Nov 29 09:33:32 2015	1448786012	63	73	136	73
Sun Nov 29 09:33:16 2015	1448785996	60	76	136	75
Sun Nov 29 09:33:19 2015	1448785999	61	75	136	75
Sun Nov 29 09:33:13 2015	1448785993	62	74	136	74
Sun Nov 29 09:35:19 2015	1448786119	62	74	136	73
Sun Nov 29 09:36:25 2015	1448786185	64	72	136	72
Sun Nov 29 09:33:19 2015	1448785999	62	73	136	73
Sun Nov 29 09:35:34 2015	1448786134	65	71	136	71
Sun Nov 29 09:33:03 2015	1448785983	61	75	136	75
Sun Nov 29 09:33:09 2015	1448785989	59	77	136	77
Sun Nov 29 09:35:34 2015	1448786134	58	78	136	78
Sun Nov 29 09:33:20 2015	1448786000	62	74	136	74
Sun Nov 29 09:33:03 2015	1448785983	61	75	136	74
Sun Nov 29 09:35:35 2015	1448786135	58	78	136	78
